StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
81953B,ROUND BLUE CLOCK WITH SUCKER,3,3,11,2.09,0.18999999999999997
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,3,3,28,5.32,0.19
82001S,VINYL RECORD FRAME SILVER,155,155,1697,6634.800000000007,3.909723040659992
82011A,"BATHROOM SCALES, TROPICAL BEACH",12,12,18,67.5,3.75
82011B,BATHROOM SCALES RUBBER DUCKS,21,21,43,146.85,3.415116279069767
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,20,20,51,172.05,3.373529411764706
82095,HEART BUTTONS JEWELLERY BOX,30,30,68,356.11,5.236911764705883
82482,WOODEN PICTURE FRAME WHITE FINISH,1094,1094,8773,22531.7099999999,2.5683016072039098
82483,WOOD 2 DRAWER CABINET WHITE FINISH,557,557,2197,13999.369999999932,6.372039144287634
82484,WOOD BLACK BOARD ANT WHITE FINISH,688,688,5996,35859.26999999991,5.98053202134755
82486,WOOD S/3 CABINET ANT WHITE FINISH,603,603,2080,17881.319999999952,8.596788461538438
82494L,WOODEN FRAME ANTIQUE WHITE ,964,964,6660,20941.44000000013,3.14436036036038
82551,LAUNDRY 15C METAL SIGN,352,352,2914,4537.6900000000105,1.5572031571722753
82552,WASHROOM METAL SIGN,360,360,3016,4680.629999999999,1.5519330238726787
82567,"AIRLINE LOUNGE,METAL SIGN",291,291,713,1412.2700000000118,1.9807433380084316
82578,KITCHEN METAL SIGN,306,306,2048,1212.349999999999,0.5919677734374995
82580,BATHROOM METAL SIGN,632,632,5593,3347.309999999999,0.5984820311103163
82581,TOILET METAL SIGN,409,409,3862,2144.7299999999937,0.5553417918177094
82582,AREA PATROLLED METAL SIGN,441,441,4348,8823.089999999956,2.0292295308187573
82583,HOT BATHS METAL SIGN,607,607,7234,16913.599999999908,2.338070223942481
82599,FANNY'S REST STOPMETAL SIGN,141,141,508,1217.730000000004,2.3971062992126067
82600,NO SINGING METAL SIGN,542,542,5976,12761.97999999994,2.1355388219544746
82605,OLD DOC RUSSEL METAL SIGN,3,3,14,29.400000000000006,2.1000000000000005
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",19,19,73,96.08999999999997,1.3163013698630133
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",116,116,568,503.02999999999935,0.8856161971830975
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",101,101,523,448.6299999999997,0.8578011472275329
82613D,METAL SIGN CUPCAKE SINGLE HOOK,112,112,677,527.0899999999998,0.778567208271787
82615,PINK MARSHMALLOW SCARF KNITTING KIT,1,1,36,91.8,2.55
82616B,FRAPPUCINO SCARF KNITTING KIT,72,72,335,494.4399999999997,1.475940298507462
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,85,85,321,497.6899999999996,1.5504361370716497
84006,MAGIC TREE -PAPER FLOWERS,104,104,918,848.7,0.9245098039215687
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,114,114,1145,1181.9900000000007,1.0323056768558958
84016,FLAG OF ST GEORGE CAR FLAG,2,2,27,12.16,0.45037037037037037
84029E,RED WOOLLY HOTTIE WHITE HEART.,417,417,4698,21888.53,4.659116645381013
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,445,445,3309,16106.040000000045,4.867343608340902
84030E,ENGLISH ROSE HOT WATER BOTTLE,377,377,1611,7317.950000000002,4.542489137181875
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,166,166,412,1938.790000000007,4.705800970873804
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,144,144,284,1416.0500000000036,4.986091549295788
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,315,315,977,3308.2799999999897,3.3861617195496314
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,259,259,873,2296.9399999999955,2.6310882016036605
84033,FLAG OF ST GEORGE ,7,7,23,37.949999999999996,1.65
84050,PINK HEART SHAPE EGG FRYING PAN,256,256,3220,4739.080000000008,1.471763975155282
84051,ASS COLOUR GLOWING TIARAS,25,25,282,216.05999999999997,0.7661702127659573
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,534,534,53847,13587.93000000002,0.2523433060337627
84078A,SET/4 WHITE RETRO STORAGE CUBES ,163,163,380,15115.050000000037,39.77644736842115
84086B,YELLOW/BLUE RETRO RADIO,7,7,15,44.25,2.95
84086C,PINK/PURPLE RETRO RADIO,53,53,222,634.0699999999996,2.8561711711711695
84192,ASSORTED COLOUR METAL CAT ,25,25,115,143.75,1.25
84199,GLOW IN DARK DOLPHINS,31,31,139,29.190000000000015,0.2100000000000001
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,2,2,13,2.47,0.19
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,1,1,5,0.95,0.19
84206A,3 BLACK CATS W HEARTS BLANK CARD,3,3,24,4.5600000000000005,0.19000000000000003
84206B,CAT WITH SUNGLASSES BLANK CARD,1,1,5,0.95,0.19
84206C,CHAMPAGNE TRAY BLANK CARD,2,2,8,1.52,0.19
84212,"ASSORTED FLOWER COLOUR ""LEIS""",111,111,10315,4934.87,0.47841686863790595
84218,BOX/12 CHICK & EGG IN BASKET,41,41,123,223.10999999999984,1.813902439024389
84226,HEN HOUSE W FAMILY IN BARN & NEST,10,10,51,36.21000000000001,0.7100000000000002
84227,,1,1,1,0.42,0.42
84228,HEN HOUSE W CHICK STANDING,28,28,296,123.67000000000004,0.4178040540540542
84231,EASTER BUNNY WITH BASKET ON BACK,20,20,108,72.63,0.6725
84247E,PACK OF 12 CHRISTMAS FUN CARDS,49,49,120,325.0899999999999,2.7090833333333326
84247G,"DECOUPAGE,GREETING CARD,",32,32,357,158.63000000000008,0.4443417366946781
84247K,"FOLK ART GREETING CARD,pack/12",9,9,12,35.400000000000006,2.9500000000000006
84247L,FAWN AND MUSHROOM GREETING CARD,19,19,128,62.05999999999999,0.4848437499999999
84247N,PACK/12 BLUE FOLKART CARDS,18,18,22,64.9,2.95
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",27,27,174,80.45999999999997,0.4624137931034481
84251B,"GREETING CARD, STICKY GORDON",54,54,233,68.50000000000004,0.29399141630901304
84251C,"GREETING CARD, TWO SISTERS.",40,40,127,53.87999999999998,0.42425196850393687
84251G,"GREETING CARD, OVERCROWDED POOL.",53,53,270,74.70000000000003,0.2766666666666668
84270,ASSTD DESIGN BUBBLE GUM RING,4,4,17,3.5700000000000003,0.21000000000000002
84279B,CHERRY BLOSSOM DECORATIVE FLASK,70,70,188,759.6999999999997,4.040957446808509
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,131,131,364,1516.9599999999991,4.167472527472525
84306,S/3 PINK SQUARE PLANTERS ROSES,9,9,10,88.21999999999997,8.821999999999997
84313B,BLUE TV TRAY TABLE ,39,39,127,518.6100000000001,4.083543307086615
84313C,ORANGE TV TRAY TABLE ,43,43,504,1165.9099999999996,2.3133134920634912
84341B,SMALL PINK MAGIC CHRISTMAS TREE,40,40,645,282.3800000000001,0.4377984496124033
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,449,449,100,26142.229999999974,261.4222999999997
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,24,24,30,509.5499999999999,16.984999999999996
84356,POMPOM CURTAIN,82,82,424,2124.1499999999996,5.009787735849056
84358,FLOOR LAMP SHADE WOOD BASE,13,13,33,312.69999999999993,9.475757575757573
84360,TABLE LAMP WHITE SHADE WOOD BASE,20,20,78,434.12000000000006,5.5656410256410265
84375,SET OF 20 KIDS COOKIE CUTTERS,517,517,4308,9376.84999999994,2.176613277623013
84378,SET OF 3 HEART COOKIE CUTTERS,683,683,6278,8450.899999999981,1.3461134119146196
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,684,684,5730,8062.7099999999955,1.407104712041884
84387A,,1,1,11,21.45,1.95
84388,WISE MAN STAR SHAPE EGG PAN,6,6,24,13.14,0.5475
84402B,PURPLE DRESS JEWELLERY STAND,3,3,61,48.19,0.7899999999999999
84406B,CREAM CUPID HEARTS COAT HANGER,274,274,1974,7494.819999999997,3.796767983789259
84415A,PINK FLOCK SUEDE CUSHION COVER ,2,2,12,15.0,1.25
84415B,BLUE FLOCK CUSHION COVER ,3,3,8,20.0,2.5
84422,PINK/BLUE DISC/MIRROR STRING,16,16,518,225.44999999999996,0.43523166023166016
84429A,MEDIUM PINK BUDDHA HEAD ,21,21,55,185.44999999999996,3.371818181818181
84452,METAL RABBIT LADDER EASTER ,17,17,70,59.49999999999999,0.8499999999999999
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,26,26,127,113.41000000000001,0.892992125984252
84459A,PINK METAL CHICKEN HEART ,94,94,657,970.27,1.4768188736681886
84459B,YELLOW METAL CHICKEN HEART ,89,89,721,1079.6699999999998,1.4974618585298194
84461,12 PINK HEN+CHICKS IN BASKET,15,15,35,89.24999999999997,2.5499999999999994
84462,3 PINK HEN+CHICKS IN BASKET,6,6,12,15.0,1.25
84465,15 PINK FLUFFY CHICKS IN BOX,7,7,10,29.499999999999996,2.9499999999999997
84466,TOP SECRET PEN SET,10,10,46,57.5,1.25
84497,BUTTONS AND STRIPES NOTEBOOK ,7,7,13,48.75,3.75
84499,,2,2,7,5.949999999999999,0.8499999999999999
84507B,STRIPES DESIGN MONKEY DOLL,22,22,39,118.72999999999993,3.0443589743589725
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,29,29,59,157.88,2.6759322033898303
84508A,CAMOUFLAGE DESIGN TEDDY,37,37,1630,3445.5000000000014,2.113803680981596
84508B,STRIPES DESIGN TEDDY,31,31,51,130.04999999999995,2.549999999999999
84508C,BLUE CIRCLES DESIGN TEDDY,25,25,57,157.5,2.763157894736842
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,301,301,991,4159.370000000002,4.197144298688196
84509B,SET OF 4 FAIRY CAKE PLACEMATS,83,83,222,843.3400000000003,3.79882882882883
84509C,SET OF 4 POLKADOT PLACEMATS ,78,78,174,824.9100000000004,4.740862068965519
84509E,SET OF 4 CAROUSEL PLACEMATS ,23,23,91,183.45000000000002,2.0159340659340663
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,68,68,519,965.4100000000001,1.8601348747591524
84510A,SET OF 4 ENGLISH ROSE COASTERS,280,280,1253,1765.8000000000052,1.4092577813248246
84510C,SET OF 4 POLKADOT COASTERS,77,77,174,312.5299999999998,1.796149425287355
84510E,SET OF 4 GREEN CAROUSEL COASTERS,17,17,35,50.75000000000001,1.4500000000000002
84519A,TOMATO CHARLIE+LOLA COASTER SET,88,88,512,905.5499999999995,1.768652343749999
84519B,CARROT CHARLIE+LOLA COASTER SET,126,126,472,774.5499999999994,1.6409957627118632
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,80,80,554,508.37000000000006,0.9176353790613719
84522,PINK PARTY SUNGLASSES,12,12,20,36.76,1.8379999999999999
84527,FLAMES SUNGLASSES PINK LENSES,8,8,52,95.09999999999998,1.8288461538461536
84531A,PINK KNITTED EGG COSY,29,29,147,76.69000000000001,0.5217006802721089
84531B,BLUE KNITTED EGG COSY,28,28,156,87.56,0.5612820512820513
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,12,12,55,54.039999999999985,0.9825454545454543
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,21,21,399,186.56,0.4675689223057644
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,157,157,1237,788.4500000000004,0.637388843977365
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,344,344,3120,1407.5199999999982,0.45112820512820456
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,181,181,2059,872.0300000000008,0.42352112676056375
84539,KNITTED RABBIT DOLL ,2,2,26,42.9,1.65
84548,CROCHET BEAR RED/BLUE  KEYRING,4,4,22,36.3,1.65
84549,CROCHET WHITE RABBIT KEYRING ,7,7,38,69.38000000000001,1.8257894736842109
84550,CROCHET LILAC/RED BEAR KEYRING,1,1,1,1.65,1.65
84551,CROCHET DOG KEYRING,2,2,13,21.449999999999996,1.6499999999999997
84558A,3D DOG PICTURE PLAYING CARDS,85,85,341,1025.57,3.0075366568914954
84559A,3D SHEET OF DOG STICKERS,115,115,426,423.99000000000035,0.9952816901408459
84559B,3D SHEET OF CAT STICKERS,76,76,256,252.21999999999986,0.9852343749999994
84562A,PINK/WHITE RIBBED MELAMINE JUG,3,3,3,23.85,7.95
84563A,PINK & WHITE BREAKFAST TRAY,35,35,96,369.84,3.8524999999999996
84563B,BLUE & WHITE BREAKFAST TRAY,37,37,98,358.09999999999997,3.6540816326530607
84568,GIRLS ALPHABET IRON ON PATCHES ,147,147,13882,2923.1300000000006,0.2105698026221006
84569A,PACK 3 IRON ON DOG PATCHES,65,65,294,355.83999999999963,1.2103401360544206
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,19,19,86,119.64999999999996,1.3912790697674415
84569C,,1,1,1,1.25,1.25
84569D,PACK 6 HEART/ICE-CREAM PATCHES,98,98,468,561.8700000000001,1.2005769230769234
84575A,PINK DOG CANNISTER,5,5,13,33.35,2.5653846153846156
84576,BLUE CAT BISCUIT BARREL PINK HEART,17,17,66,148.32,2.247272727272727
84580,MOUSE TOY WITH PINK T-SHIRT,165,165,390,1486.1800000000037,3.8107179487179583
84581,DOG TOY WITH PINK CROCHET SKIRT,90,90,189,717.2100000000002,3.7947619047619057
84584,PINK GINGHAM CAT WITH SCARF,30,30,144,314.51,2.1840972222222224
84592,CROCHET ROSE PURSE WITH SUEDE BACK,22,22,76,241.23999999999998,3.174210526315789
84593,CROCHET ROSE DES CLOTHES HANGER,1,1,5,14.750000000000002,2.95
84595E,LARGE TORTILLA DESIGN RED BOWL,23,23,77,151.38999999999996,1.9661038961038955
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,524,524,5069,2581.3699999999926,0.5092463996843545
84596E,SMALL LICORICE DES PINK BOWL,85,85,575,437.2,0.7603478260869565
84596F,SMALL MARSHMALLOWS PINK BOWL,444,444,3748,1984.6399999999967,0.529519743863393
84596G,SMALL CHOCOLATES PINK BOWL,246,246,1860,957.3000000000021,0.5146774193548398
84596J,MIXED NUTS LIGHT GREEN BOWL,68,68,568,296.4499999999999,0.5219190140845068
84596L,BISCUITS SMALL BOWL LIGHT BLUE,173,173,1256,632.2600000000019,0.5033917197452245
84597B,RETRO BROWN BALL ASHTRAY ,5,5,41,51.25,1.25
84597C,RETRO PINK BALL ASHTRAY ,13,13,46,57.5,1.25
84598,BOYS ALPHABET IRON ON PATCHES,100,100,1687,485.56,0.2878245406046236
84600,NEW BAROQUE JEWELLERY BOX ,26,26,52,438.94,8.441153846153846
84609,TALL ROCOCO CANDLE HOLDER,21,21,91,753.59,8.281208791208792
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,3,3,6,27.900000000000002,4.65
84613C,,1,1,1,4.65,4.65
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,1,1,2,11.9,5.95
84616,SILVER ROCCOCO CHANDELIER,11,11,11,414.47,37.67909090909091
84617,NEW BAROQUE BLACK BOXES,3,3,3,38.25,12.75
84620,BLUE GINGHAM ROSE CUSHION COVER,1,1,2,11.9,5.95
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,44,44,458,582.1800000000001,1.2711353711790394
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,40,40,400,494.75999999999993,1.2368999999999999
84629,WHITE 3 FRAME BIRDS AND TREE ,11,11,19,145.05,7.6342105263157904
84631,FRUIT TREE AND BIRDS WALL PLAQUE,24,24,38,324.6799999999999,8.544210526315787
84632,DECORATIVE HANGING SHELVING UNIT,6,6,5,299.75,59.95
84637,KITCHEN FLOWER POTS WALL PLAQUE,83,83,116,619.5899999999997,5.341293103448273
84638,SMALL KITCHEN FLOWER POTS PLAQUE,37,37,50,331.50000000000006,6.630000000000001
84658,WHITE STITCHED CUSHION COVER,22,22,59,426.13000000000005,7.222542372881357
84659A,WHITE TRAVEL ALARM CLOCK,90,90,279,673.7199999999998,2.414767025089605
84660A,WHITE STITCHED WALL CLOCK,46,46,845,808.7499999999998,0.9571005917159761
84660B,BLACK STITCHED WALL CLOCK,42,42,711,749.9399999999999,1.0547679324894514
84660C,PINK STITCHED WALL CLOCK,61,61,679,828.2400000000004,1.2197938144329903
84661A,WHITE SQUARE TABLE CLOCK,21,21,105,172.75000000000006,1.6452380952380958
84661B,BLACK SQUARE TABLE CLOCK,30,30,116,305.1999999999998,2.631034482758619
84661C,PINK SQUARE TABLE CLOCK,14,14,71,104.83999999999996,1.4766197183098586
84663A,GRASS HOPPER WOODEN WALL CLOCK ,37,37,267,365.0100000000002,1.367078651685394
84665,SQUARE CHERRY BLOSSOM CABINET,20,20,85,505.7500000000001,5.950000000000001
84666,SQUARE CHERRY BLOSSOM CABINET,4,4,24,94.80000000000001,3.9500000000000006
84673A,PINK FLY SWAT,43,43,92,63.71999999999998,0.6926086956521736
84673B,BLUE FLY SWAT,66,66,179,156.63000000000008,0.8750279329608943
84674,FLYING PIG WATERING CAN,48,48,190,458.1,2.4110526315789476
84675,FROG KING WATERING CAN,2,2,9,26.55,2.95
84678,CLASSICAL ROSE SMALL VASE,15,15,139,241.99,1.7409352517985612
84679,CLASSICAL ROSE TABLE LAMP,2,2,6,55.7,9.283333333333333
84683,CLASSICAL ROSE CANDLESTAND,12,12,194,162.20000000000002,0.8360824742268043
84685,BEACH HUT KEY CABINET,22,22,33,173.58000000000004,5.260000000000002
84686,BEACH HUT MIRROR,8,8,49,66.39,1.3548979591836734
84687,BEACH HUT SHELF W 3 DRAWERS,34,34,77,480.6299999999999,6.24194805194805
84688,BEACH HUT DESIGN BLACKBOARD,17,17,28,147.81999999999996,5.279285714285713
84689,S/2 BEACH HUT TREASURE CHESTS,2,2,3,9.95,3.3166666666666664
84691,PACK 20 DOLLY PEGS,4,4,242,174.5,0.7210743801652892
84692,BOX OF 24 COCKTAIL PARASOLS,582,582,7878,4316.459999999994,0.5479131759329771
84705C,PINK FLOCK PHOTO FRAME ,1,1,12,15.0,1.25
84706D,CHERRY BLOSSOM TABLE CLOCK ,4,4,8,29.599999999999994,3.6999999999999993
84706F,RED PEONY TABLE CLOCK,10,10,16,47.2,2.95
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,45,45,95,695.2300000000001,7.318210526315791
84707B,PINK JEWELLED MIRROR TRINKET TRAY,18,18,34,210.54999999999998,6.192647058823529
84708B,PINK JEWELLED PHOTO FRAME ,19,19,62,326.34999999999997,5.263709677419354
84709B,PINK OVAL JEWELLED MIRROR,11,11,20,119.00000000000001,5.950000000000001
84711A,SILVER OVAL SHAPE TRINKET BOX,17,17,25,221.79999999999998,8.872
84711B,PINK OVAL SHAPE TRINKET BOX,13,13,20,186.63999999999996,9.331999999999997
84712B,PINK JEWELLED PHOTO FRAME,20,20,30,231.56000000000006,7.718666666666668
84715,SET OF 6 ICE CREAM SKITTLES,3,3,16,47.2,2.95
84723,CHERRY BLOSSOM CANVAS ART PICTURE,6,6,41,97.95000000000002,2.389024390243903
84725,FREESTYLE CANVAS ART PICTURE,18,18,41,39.64999999999999,0.9670731707317071
84731,3 BIRDS CANVAS SCREEN,2,2,2,2.04,1.02
84732B,CUTE BIRD CEATURE SCREEN,2,2,22,8.58,0.39
84732D,CUTE RABBIT CEATURE SCREEN ,2,2,11,4.29,0.39
84741C,CITRUS GARLAND FELT FLOWERS ,14,14,60,117.00000000000001,1.9500000000000002
84743C,,1,1,1,1.25,1.25
84744,S/6 SEW ON CROCHET FLOWERS,20,20,110,140.01999999999998,1.2729090909090908
84745A,PINK HANGING GINGHAM EASTER HEN,5,5,32,13.440000000000001,0.42000000000000004
84745B,BLUE HANGING GINGHAM EASTER HEN,5,5,32,13.440000000000001,0.42000000000000004
84746,PINK EASTER HENS+FLOWER,9,9,14,38.31,2.7364285714285717
84748,FOLK FELT HANGING MULTICOL GARLAND,61,61,208,585.8600000000001,2.816634615384616
84750A,PINK SMALL GLASS CAKE STAND,3,3,-3,-5.85,1.95
84750B,BLACK SMALL GLASS CAKE STAND,13,13,60,54.599999999999994,0.9099999999999999
84751B,BLACK MEDIUM GLASS CAKE STAND,9,9,18,37.89999999999999,2.105555555555555
84754,S/15 SILVER GLASS BAUBLES IN BAG,63,63,414,572.88,1.383768115942029
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,630,630,16380,10473.399999999909,0.6394017094017038
84760S,SMALL HANGING GLASS+ZINC LANTERN,8,8,43,62.35,1.45
84763,ZINC FINISH 15CM PLANTER POTS,57,57,601,748.3399999999999,1.2451580698835274
84766,SILVER ROCOCO CANDLE STICK,17,17,131,303.45,2.316412213740458
84773,,1,1,3,8.850000000000001,2.9500000000000006
84789,ENCHANTED BIRD PLANT CAGE,47,47,187,644.47,3.4463636363636363
84792,ENCHANTED BIRD COATHANGER 5 HOOK,242,242,805,3864.2800000000093,4.800347826086968
84795B,SUNSET CHECK HAMMOCK,62,62,192,1657.4200000000021,8.632395833333344
84795C,,1,1,2,15.9,7.95
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,55,55,78,709.2399999999998,9.09282051282051
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,124,124,256,2393.5899999999965,9.349960937499986
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,5,5,11,28.049999999999997,2.55
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,4,4,7,17.849999999999998,2.55
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,11,11,164,125.32,0.7641463414634146
84800L,LARGE WHITE/PINK ROSE ART FLOWER,23,23,336,598.8000000000002,1.7821428571428577
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,12,12,124,169.24,1.3648387096774195
84800S,SMALL WHITE/PINK ROSE ART FLOWER,9,9,111,125.07,1.1267567567567567
84801A,PINK HYDRANGEA ART FLOWER,5,5,46,96.6,2.1
84801B,WHITE HYDRANGEA ART FLOWER,3,3,22,46.2,2.1
84802A,,1,1,2,3.38,1.69
84802B,,1,1,4,6.76,1.69
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,1,1,3,5.07,1.6900000000000002
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,5,5,14,23.66,1.69
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,8,8,70,180.58000000000004,2.5797142857142865
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,6,6,99,188.37,1.9027272727272728
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,4,4,32,60.0,1.875
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,3,3,38,52.5,1.381578947368421
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,11,11,137,96.88999999999999,0.7072262773722626
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,20,20,308,411.56000000000006,1.3362337662337664
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,9,9,53,111.30000000000003,2.1000000000000005
84809B,PINK CHRYSANTHEMUMS ART FLOWER,1,1,18,37.800000000000004,2.1
84813,SET OF 4 DIAMOND NAPKIN RINGS,39,39,165,1389.84,8.423272727272726
84816,DANISH ROSE BEDSIDE CABINET,15,15,7,279.65,39.949999999999996
84817,DANISH ROSE DECORATIVE PLATE,59,59,914,632.9400000000006,0.6924945295404821
84818,DANISH ROSE PHOTO FRAME,105,105,1329,1360.1499999999996,1.0234386756960117
84819,DANISH ROSE ROUND SEWING BOX,64,64,807,934.7900000000001,1.1583519206939281
84820,DANISH ROSE TRINKET TRAYS,32,32,257,460.82999999999987,1.7931128404669257
84821,DANISH ROSE DELUXE COASTER,41,41,935,407.1499999999999,0.43545454545454537
84823,DANISH ROSE FOLDING CHAIR,25,25,112,890.3999999999999,7.949999999999998
84824,DANISH ROSE UMBRELLA STAND,2,2,2,31.9,15.95
84826,ASSTD DESIGN 3D PAPER STICKERS,32,32,1105,340.9300000000001,0.3085339366515838
84827,ASS DES PHONE SPONGE CRAFT STICKER,13,13,511,154.39000000000001,0.302133072407045
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,183,183,1079,1511.3600000000017,1.4007043558850805
84832,ZINC WILLIE WINKIE  CANDLE STICK,267,267,2922,2703.350000000009,0.9251711156741989
84836,ZINC METAL HEART DECORATION,536,536,5909,7383.070000000004,1.2494618378744295
84839,SWEETHEART KEY CABINET,1,1,-1,-5.55,5.55
84840,SWEETHEART CARRY-ALL BASKET,7,7,4,59.44,14.86
84842,HELLO SAILOR BATHROOM SET,9,9,14,52.5,3.75
84843,WHITE SOAP RACK WITH 2 BOTTLES,49,49,171,963.8499999999999,5.636549707602339
84846A,SCENTED CANDLE IN DIGITALIS TIN,13,13,57,128.14000000000001,2.2480701754385968
84847,FLORAL BATHROOM SET,11,11,21,78.75,3.75
84849A,HELLO SAILOR BLUE SOAP HOLDER,54,54,164,317.3000000000002,1.9347560975609768
84849B,FAIRY SOAP SOAP HOLDER,77,77,265,477.1400000000001,1.8005283018867928
84849D,HOT BATHS SOAP HOLDER,116,116,472,821.8200000000008,1.741144067796612
84854,,1,1,5,24.75,4.95
84856L,LARGE TAHITI BEACH BAG,2,2,2,17.82,8.91
84856S,SMALL TAHITI BEACH BAG,2,2,3,14.790000000000001,4.930000000000001
84857B,BLUE MONTE CARLO HANDBAG,2,2,22,42.9,1.95
84857C,PINK MONTE CARLO HANDBAG,11,11,97,230.38000000000002,2.3750515463917528
84858C,PINK RIVIERA HANDBAG,6,6,186,261.68,1.4068817204301076
84859A,SILVER DISCO HANDBAG,35,35,129,272.99,2.116201550387597
84859B,BLUE DISCO HANDBAG,11,11,32,66.76,2.08625
84859C,PINK DISCO HANDBAG,22,22,84,180.51999999999998,2.149047619047619
84865,NEW BAROQUE BLACK PHOTO ALBUM,14,14,29,152.10999999999999,5.245172413793103
84870B,BLUE GEISHA GIRL ,26,26,43,142.32999999999998,3.3099999999999996
84870C,GREEN GEISHA GIRL ,28,28,46,146.05,3.1750000000000003
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,53,53,66,732.2300000000001,11.09439393939394
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,2,2,33.9,16.95
84874B,BLUE TRAVEL FIRST AID KIT,14,14,41,67.50999999999999,1.6465853658536582
84875B,GREEN SQUARE COMPACT MIRROR,20,20,131,203.51000000000002,1.5535114503816796
84875D,BLUE SQUARE COMPACT MIRROR,8,8,51,63.75,1.25
84876B,GREEN HEART COMPACT MIRROR,32,32,220,318.3099999999999,1.4468636363636358
84876D,BLUE HEART COMPACT MIRROR,16,16,129,221.25000000000003,1.7151162790697676
84877A,PINK ROUND COMPACT MIRROR,4,4,40,58.16,1.454
84877B,GREEN ROUND COMPACT MIRROR,20,20,144,210.56,1.4622222222222223
84877D,BLUE ROUND COMPACT MIRROR,18,18,97,152.18,1.5688659793814435
84879,ASSORTED COLOUR BIRD ORNAMENT,1458,1458,36381,58959.729999999385,1.62061872955662
84880,WHITE WIRE EGG HOLDER,78,78,305,1972.6399999999996,6.46767213114754
84881,BLUE WIRE SPIRAL CANDLE HOLDER,7,7,11,76.22,6.929090909090909
84882,GREEN WIRE STANDING CANDLE HOLDER,18,18,38,157.34,4.140526315789474
84884A,ANT WHITE WIRE HEART SPIRAL,105,105,338,1515.6799999999996,4.484260355029584
84898F,YELLOW FLOWERS FELT HANDBAG KIT,19,19,46,98.63,2.1441304347826087
84905,PINK BUTTERFLY CUSHION COVER ,20,20,35,173.48000000000002,4.956571428571429
84906,PINK B'FLY C/COVER W BOBBLES,13,13,34,121.07000000000001,3.5608823529411766
84907,PINK YELLOW PATCH CUSHION COVER,23,23,29,180.93000000000006,6.238965517241382
84910A,PINK PAISLEY CUSHION COVER ,17,17,26,192.13999999999996,7.389999999999999
