StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
82486,WOOD S/3 CABINET ANT WHITE FINISH,603,603,2080,17881.32,8.59678846153846
82494L,WOODEN FRAME ANTIQUE WHITE ,964,964,6660,20941.440000000002,3.144360360360361
82551,LAUNDRY 15C METAL SIGN,352,352,2914,4537.69,1.5572031571722718
82552,WASHROOM METAL SIGN,360,360,3016,4680.63,1.5519330238726792
82567,"AIRLINE LOUNGE,METAL SIGN",291,291,713,1412.27,1.9807433380084152
82578,KITCHEN METAL SIGN,306,306,2048,1212.3500000000001,0.5919677734375001
82580,BATHROOM METAL SIGN,632,632,5593,3347.31,0.5984820311103165
82581,TOILET METAL SIGN,409,409,3862,2144.73,0.555341791817711
82582,AREA PATROLLED METAL SIGN,441,441,4348,8823.09,2.029229530818767
82583,HOT BATHS METAL SIGN,607,607,7234,16913.600000000002,2.338070223942494
82599,FANNY'S REST STOPMETAL SIGN,141,141,508,1217.73,2.3971062992125987
82600,NO SINGING METAL SIGN,542,542,5976,12761.980000000001,2.135538821954485
82605,OLD DOC RUSSEL METAL SIGN,3,3,14,29.400000000000002,2.1
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",19,19,73,96.09,1.3163013698630137
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",116,116,568,503.03,0.8856161971830986
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",101,101,523,448.63,0.8578011472275334
82613D,METAL SIGN CUPCAKE SINGLE HOOK,112,112,677,527.09,0.7785672082717874
82615,PINK MARSHMALLOW SCARF KNITTING KIT,1,1,36,91.8,2.55
82616B,FRAPPUCINO SCARF KNITTING KIT,72,72,335,494.44,1.4759402985074628
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,85,85,321,497.69,1.550436137071651
84006,MAGIC TREE -PAPER FLOWERS,104,104,918,848.6999999999999,0.9245098039215686
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,114,114,1145,1181.99,1.0323056768558951
84016,FLAG OF ST GEORGE CAR FLAG,2,2,27,12.16,0.45037037037037037
84029E,RED WOOLLY HOTTIE WHITE HEART.,417,417,4698,21888.530000000002,4.6591166453810136
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,445,445,3309,16106.04,4.867343608340889
84030E,ENGLISH ROSE HOT WATER BOTTLE,377,377,1611,7317.95,4.5424891371818745
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,166,166,412,1938.79,4.705800970873787
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,144,144,284,1416.05,4.986091549295774
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,315,315,977,3308.28,3.386161719549642
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,259,259,873,2296.94,2.6310882016036654
84033,FLAG OF ST GEORGE ,7,7,23,37.949999999999996,1.65
84050,PINK HEART SHAPE EGG FRYING PAN,256,256,3220,4739.08,1.4717639751552796
84051,ASS COLOUR GLOWING TIARAS,25,25,282,216.06,0.7661702127659574
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,534,534,53847,13587.929999999998,0.2523433060337623
84078A,SET/4 WHITE RETRO STORAGE CUBES ,163,163,380,15115.050000000001,39.77644736842105
84086B,YELLOW/BLUE RETRO RADIO,7,7,15,44.25,2.95
84086C,PINK/PURPLE RETRO RADIO,53,53,222,634.07,2.8561711711711713
84192,ASSORTED COLOUR METAL CAT ,25,25,115,143.75,1.25
84199,GLOW IN DARK DOLPHINS,31,31,139,29.19,0.21000000000000002
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,2,2,13,2.47,0.19
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,1,1,5,0.95,0.19
84206A,3 BLACK CATS W HEARTS BLANK CARD,3,3,24,4.5600000000000005,0.19000000000000003
84206B,CAT WITH SUNGLASSES BLANK CARD,1,1,5,0.95,0.19
84206C,CHAMPAGNE TRAY BLANK CARD,2,2,8,1.52,0.19
84212,"ASSORTED FLOWER COLOUR ""LEIS""",111,111,10315,4934.87,0.47841686863790595
84218,BOX/12 CHICK & EGG IN BASKET,41,41,123,223.10999999999999,1.81390243902439
84226,HEN HOUSE W FAMILY IN BARN & NEST,10,10,51,36.21,0.71
84227,,1,1,1,0.42,0.42
84228,HEN HOUSE W CHICK STANDING,28,28,296,123.67,0.4178040540540541
84231,EASTER BUNNY WITH BASKET ON BACK,20,20,108,72.63000000000001,0.6725000000000001
84247E,PACK OF 12 CHRISTMAS FUN CARDS,49,49,120,325.09000000000003,2.7090833333333335
84247G,"DECOUPAGE,GREETING CARD,",32,32,357,158.63,0.44434173669467786
84247K,"FOLK ART GREETING CARD,pack/12",9,9,12,35.400000000000006,2.9500000000000006
84247L,FAWN AND MUSHROOM GREETING CARD,19,19,128,62.06,0.48484375
84247N,PACK/12 BLUE FOLKART CARDS,18,18,22,64.9,2.95
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",27,27,174,80.46,0.46241379310344827
84251B,"GREETING CARD, STICKY GORDON",54,54,233,68.5,0.2939914163090129
84251C,"GREETING CARD, TWO SISTERS.",40,40,127,53.879999999999995,0.424251968503937
84251G,"GREETING CARD, OVERCROWDED POOL.",53,53,270,74.7,0.27666666666666667
84270,ASSTD DESIGN BUBBLE GUM RING,4,4,17,3.5700000000000003,0.21000000000000002
84279B,CHERRY BLOSSOM DECORATIVE FLASK,70,70,188,759.7,4.040957446808511
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,131,131,364,1516.96,4.167472527472528
84306,S/3 PINK SQUARE PLANTERS ROSES,9,9,10,88.22,8.822
84313B,BLUE TV TRAY TABLE ,39,39,127,518.61,4.0835433070866145
84313C,ORANGE TV TRAY TABLE ,43,43,504,1165.9099999999999,2.3133134920634917
84341B,SMALL PINK MAGIC CHRISTMAS TREE,40,40,645,282.38,0.4377984496124031
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,449,449,100,26142.23,261.4223
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,24,24,30,509.54999999999995,16.985
84356,POMPOM CURTAIN,82,82,424,2124.15,5.009787735849057
84358,FLOOR LAMP SHADE WOOD BASE,13,13,33,312.7,9.475757575757575
84360,TABLE LAMP WHITE SHADE WOOD BASE,20,20,78,434.12,5.565641025641026
84375,SET OF 20 KIDS COOKIE CUTTERS,517,517,4308,9376.85,2.176613277623027
84378,SET OF 3 HEART COOKIE CUTTERS,683,683,6278,8450.9,1.3461134119146225
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,684,684,5730,8062.71,1.407104712041885
84387A,,1,1,11,21.45,1.95
84388,WISE MAN STAR SHAPE EGG PAN,6,6,24,13.14,0.5475
84402B,PURPLE DRESS JEWELLERY STAND,3,3,61,48.19,0.7899999999999999
84406B,CREAM CUPID HEARTS COAT HANGER,274,274,1974,7494.820000000001,3.7967679837892607
84415A,PINK FLOCK SUEDE CUSHION COVER ,2,2,12,15.0,1.25
84415B,BLUE FLOCK CUSHION COVER ,3,3,8,20.0,2.5
84422,PINK/BLUE DISC/MIRROR STRING,16,16,518,225.45000000000002,0.43523166023166027
84429A,MEDIUM PINK BUDDHA HEAD ,21,21,55,185.45000000000002,3.371818181818182
84452,METAL RABBIT LADDER EASTER ,17,17,70,59.5,0.85
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,26,26,127,113.41,0.8929921259842519
84459A,PINK METAL CHICKEN HEART ,94,94,657,970.27,1.4768188736681886
84459B,YELLOW METAL CHICKEN HEART ,89,89,721,1079.67,1.4974618585298198
84461,12 PINK HEN+CHICKS IN BASKET,15,15,35,89.25,2.55
84462,3 PINK HEN+CHICKS IN BASKET,6,6,12,15.0,1.25
84465,15 PINK FLUFFY CHICKS IN BOX,7,7,10,29.5,2.95
84466,TOP SECRET PEN SET,10,10,46,57.5,1.25
84497,BUTTONS AND STRIPES NOTEBOOK ,7,7,13,48.75,3.75
84499,,2,2,7,5.949999999999999,0.8499999999999999
84507B,STRIPES DESIGN MONKEY DOLL,22,22,39,118.72999999999999,3.0443589743589743
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,29,29,59,157.88,2.6759322033898303
84508A,CAMOUFLAGE DESIGN TEDDY,37,37,1630,3445.5000000000005,2.1138036809815954
84508B,STRIPES DESIGN TEDDY,31,31,51,130.04999999999998,2.55
84508C,BLUE CIRCLES DESIGN TEDDY,25,25,57,157.5,2.763157894736842
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,301,301,991,4159.37,4.197144298688194
84509B,SET OF 4 FAIRY CAKE PLACEMATS,83,83,222,843.34,3.798828828828829
84509C,SET OF 4 POLKADOT PLACEMATS ,78,78,174,824.91,4.740862068965517
84509E,SET OF 4 CAROUSEL PLACEMATS ,23,23,91,183.45,2.015934065934066
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,68,68,519,965.41,1.8601348747591522
84510A,SET OF 4 ENGLISH ROSE COASTERS,280,280,1253,1765.8,1.4092577813248204
84510C,SET OF 4 POLKADOT COASTERS,77,77,174,312.53,1.7961494252873562
84510E,SET OF 4 GREEN CAROUSEL COASTERS,17,17,35,50.75,1.45
84519A,TOMATO CHARLIE+LOLA COASTER SET,88,88,512,905.55,1.76865234375
84519B,CARROT CHARLIE+LOLA COASTER SET,126,126,472,774.55,1.6409957627118643
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,80,80,554,508.37,0.9176353790613718
84522,PINK PARTY SUNGLASSES,12,12,20,36.76,1.8379999999999999
84527,FLAMES SUNGLASSES PINK LENSES,8,8,52,95.1,1.8288461538461538
84531A,PINK KNITTED EGG COSY,29,29,147,76.69,0.5217006802721088
84531B,BLUE KNITTED EGG COSY,28,28,156,87.56,0.5612820512820513
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,12,12,55,54.04,0.9825454545454545
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,21,21,399,186.56,0.4675689223057644
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,157,157,1237,788.45,0.6373888439773646
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,344,344,3120,1407.52,0.4511282051282051
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,181,181,2059,872.03,0.42352112676056336
84539,KNITTED RABBIT DOLL ,2,2,26,42.9,1.65
84548,CROCHET BEAR RED/BLUE  KEYRING,4,4,22,36.3,1.65
84549,CROCHET WHITE RABBIT KEYRING ,7,7,38,69.38,1.8257894736842104
84550,CROCHET LILAC/RED BEAR KEYRING,1,1,1,1.65,1.65
84551,CROCHET DOG KEYRING,2,2,13,21.449999999999996,1.6499999999999997
84558A,3D DOG PICTURE PLAYING CARDS,85,85,341,1025.5700000000002,3.0075366568914963
84559A,3D SHEET OF DOG STICKERS,115,115,426,423.99,0.9952816901408451
84559B,3D SHEET OF CAT STICKERS,76,76,256,252.22,0.985234375
84562A,PINK/WHITE RIBBED MELAMINE JUG,3,3,3,23.85,7.95
84563A,PINK & WHITE BREAKFAST TRAY,35,35,96,369.84000000000003,3.8525000000000005
84563B,BLUE & WHITE BREAKFAST TRAY,37,37,98,358.1,3.6540816326530616
84568,GIRLS ALPHABET IRON ON PATCHES ,147,147,13882,2923.13,0.21056980262210057
84569A,PACK 3 IRON ON DOG PATCHES,65,65,294,355.84,1.2103401360544217
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,19,19,86,119.65,1.391279069767442
84569C,,1,1,1,1.25,1.25
84569D,PACK 6 HEART/ICE-CREAM PATCHES,98,98,468,561.87,1.200576923076923
84575A,PINK DOG CANNISTER,5,5,13,33.35,2.5653846153846156
84576,BLUE CAT BISCUIT BARREL PINK HEART,17,17,66,148.32,2.247272727272727
84580,MOUSE TOY WITH PINK T-SHIRT,165,165,390,1486.18,3.810717948717949
84581,DOG TOY WITH PINK CROCHET SKIRT,90,90,189,717.21,3.794761904761905
84584,PINK GINGHAM CAT WITH SCARF,30,30,144,314.51,2.1840972222222224
84592,CROCHET ROSE PURSE WITH SUEDE BACK,22,22,76,241.24000000000004,3.17421052631579
84593,CROCHET ROSE DES CLOTHES HANGER,1,1,5,14.750000000000002,2.95
84595E,LARGE TORTILLA DESIGN RED BOWL,23,23,77,151.39,1.966103896103896
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,524,524,5069,2581.37,0.5092463996843559
84596E,SMALL LICORICE DES PINK BOWL,85,85,575,437.2,0.7603478260869565
84596F,SMALL MARSHMALLOWS PINK BOWL,444,444,3748,1984.6399999999999,0.5295197438633937
84596G,SMALL CHOCOLATES PINK BOWL,246,246,1860,957.3,0.5146774193548387
84596J,MIXED NUTS LIGHT GREEN BOWL,68,68,568,296.45,0.521919014084507
84596L,BISCUITS SMALL BOWL LIGHT BLUE,173,173,1256,632.26,0.5033917197452229
84597B,RETRO BROWN BALL ASHTRAY ,5,5,41,51.25,1.25
84597C,RETRO PINK BALL ASHTRAY ,13,13,46,57.5,1.25
84598,BOYS ALPHABET IRON ON PATCHES,100,100,1687,485.56,0.2878245406046236
84600,NEW BAROQUE JEWELLERY BOX ,26,26,52,438.94,8.441153846153846
84609,TALL ROCOCO CANDLE HOLDER,21,21,91,753.59,8.281208791208792
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,3,3,6,27.900000000000002,4.65
84613C,,1,1,1,4.65,4.65
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,1,1,2,11.9,5.95
84616,SILVER ROCCOCO CHANDELIER,11,11,11,414.46999999999997,37.67909090909091
84617,NEW BAROQUE BLACK BOXES,3,3,3,38.25,12.75
84620,BLUE GINGHAM ROSE CUSHION COVER,1,1,2,11.9,5.95
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,44,44,458,582.18,1.2711353711790392
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,40,40,400,494.76,1.2368999999999999
84629,WHITE 3 FRAME BIRDS AND TREE ,11,11,19,145.05,7.6342105263157904
84631,FRUIT TREE AND BIRDS WALL PLAQUE,24,24,38,324.68,8.544210526315789
84632,DECORATIVE HANGING SHELVING UNIT,6,6,5,299.75,59.95
84637,KITCHEN FLOWER POTS WALL PLAQUE,83,83,116,619.59,5.341293103448276
84638,SMALL KITCHEN FLOWER POTS PLAQUE,37,37,50,331.5,6.63
84658,WHITE STITCHED CUSHION COVER,22,22,59,426.13,7.222542372881356
84659A,WHITE TRAVEL ALARM CLOCK,90,90,279,673.72,2.414767025089606
84660A,WHITE STITCHED WALL CLOCK,46,46,845,808.75,0.9571005917159763
84660B,BLACK STITCHED WALL CLOCK,42,42,711,749.94,1.0547679324894514
84660C,PINK STITCHED WALL CLOCK,61,61,679,828.24,1.2197938144329896
84661A,WHITE SQUARE TABLE CLOCK,21,21,105,172.75,1.6452380952380952
84661B,BLACK SQUARE TABLE CLOCK,30,30,116,305.2,2.6310344827586207
84661C,PINK SQUARE TABLE CLOCK,14,14,71,104.84,1.4766197183098593
84663A,GRASS HOPPER WOODEN WALL CLOCK ,37,37,267,365.01,1.3670786516853932
84665,SQUARE CHERRY BLOSSOM CABINET,20,20,85,505.75,5.95
84666,SQUARE CHERRY BLOSSOM CABINET,4,4,24,94.80000000000001,3.9500000000000006
84673A,PINK FLY SWAT,43,43,92,63.720000000000006,0.692608695652174
84673B,BLUE FLY SWAT,66,66,179,156.63,0.8750279329608939
84674,FLYING PIG WATERING CAN,48,48,190,458.1,2.4110526315789476
84675,FROG KING WATERING CAN,2,2,9,26.55,2.95
84678,CLASSICAL ROSE SMALL VASE,15,15,139,241.98999999999998,1.740935251798561
84679,CLASSICAL ROSE TABLE LAMP,2,2,6,55.7,9.283333333333333
84683,CLASSICAL ROSE CANDLESTAND,12,12,194,162.20000000000002,0.8360824742268043
84685,BEACH HUT KEY CABINET,22,22,33,173.58,5.260000000000001
84686,BEACH HUT MIRROR,8,8,49,66.39,1.3548979591836734
84687,BEACH HUT SHELF W 3 DRAWERS,34,34,77,480.63,6.241948051948052
84688,BEACH HUT DESIGN BLACKBOARD,17,17,28,147.82,5.279285714285714
84689,S/2 BEACH HUT TREASURE CHESTS,2,2,3,9.95,3.3166666666666664
84691,PACK 20 DOLLY PEGS,4,4,242,174.5,0.7210743801652892
84692,BOX OF 24 COCKTAIL PARASOLS,582,582,7878,4316.46,0.547913175932978
84705C,PINK FLOCK PHOTO FRAME ,1,1,12,15.0,1.25
84706D,CHERRY BLOSSOM TABLE CLOCK ,4,4,8,29.599999999999998,3.6999999999999997
84706F,RED PEONY TABLE CLOCK,10,10,16,47.2,2.95
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,45,45,95,695.23,7.31821052631579
84707B,PINK JEWELLED MIRROR TRINKET TRAY,18,18,34,210.54999999999998,6.192647058823529
84708B,PINK JEWELLED PHOTO FRAME ,19,19,62,326.35,5.263709677419355
84709B,PINK OVAL JEWELLED MIRROR,11,11,20,119.0,5.95
84711A,SILVER OVAL SHAPE TRINKET BOX,17,17,25,221.79999999999998,8.872
84711B,PINK OVAL SHAPE TRINKET BOX,13,13,20,186.64,9.331999999999999
84712B,PINK JEWELLED PHOTO FRAME,20,20,30,231.56,7.718666666666667
84715,SET OF 6 ICE CREAM SKITTLES,3,3,16,47.2,2.95
84723,CHERRY BLOSSOM CANVAS ART PICTURE,6,6,41,97.95,2.3890243902439026
84725,FREESTYLE CANVAS ART PICTURE,18,18,41,39.65,0.9670731707317073
84731,3 BIRDS CANVAS SCREEN,2,2,2,2.04,1.02
84732B,CUTE BIRD CEATURE SCREEN,2,2,22,8.58,0.39
84732D,CUTE RABBIT CEATURE SCREEN ,2,2,11,4.29,0.39
84741C,CITRUS GARLAND FELT FLOWERS ,14,14,60,117.0,1.95
84743C,,1,1,1,1.25,1.25
84744,S/6 SEW ON CROCHET FLOWERS,20,20,110,140.02,1.272909090909091
84745A,PINK HANGING GINGHAM EASTER HEN,5,5,32,13.44,0.42
84745B,BLUE HANGING GINGHAM EASTER HEN,5,5,32,13.44,0.42
84746,PINK EASTER HENS+FLOWER,9,9,14,38.31,2.7364285714285717
84748,FOLK FELT HANGING MULTICOL GARLAND,61,61,208,585.86,2.8166346153846153
84750A,PINK SMALL GLASS CAKE STAND,3,3,-3,-5.85,1.95
84750B,BLACK SMALL GLASS CAKE STAND,13,13,60,54.6,0.91
84751B,BLACK MEDIUM GLASS CAKE STAND,9,9,18,37.9,2.1055555555555556
84754,S/15 SILVER GLASS BAUBLES IN BAG,63,63,414,572.88,1.383768115942029
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,630,630,16380,10473.4,0.6394017094017094
84760S,SMALL HANGING GLASS+ZINC LANTERN,8,8,43,62.349999999999994,1.45
84763,ZINC FINISH 15CM PLANTER POTS,57,57,601,748.34,1.2451580698835274
84766,SILVER ROCOCO CANDLE STICK,17,17,131,303.45,2.316412213740458
84773,,1,1,3,8.850000000000001,2.9500000000000006
84789,ENCHANTED BIRD PLANT CAGE,47,47,187,644.47,3.4463636363636363
84792,ENCHANTED BIRD COATHANGER 5 HOOK,242,242,805,3864.28,4.8003478260869565
84795B,SUNSET CHECK HAMMOCK,62,62,192,1657.42,8.632395833333334
84795C,,1,1,2,15.9,7.95
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,55,55,78,709.2399999999999,9.092820512820511
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,124,124,256,2393.5899999999997,9.349960937499999
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,5,5,11,28.049999999999997,2.55
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,4,4,7,17.849999999999998,2.55
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,11,11,164,125.32,0.7641463414634146
84800L,LARGE WHITE/PINK ROSE ART FLOWER,23,23,336,598.8000000000001,1.7821428571428573
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,12,12,124,169.24,1.3648387096774195
84800S,SMALL WHITE/PINK ROSE ART FLOWER,9,9,111,125.07000000000001,1.126756756756757
84801A,PINK HYDRANGEA ART FLOWER,5,5,46,96.60000000000001,2.1
84801B,WHITE HYDRANGEA ART FLOWER,3,3,22,46.2,2.1
84802A,,1,1,2,3.38,1.69
84802B,,1,1,4,6.76,1.69
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,1,1,3,5.07,1.6900000000000002
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,5,5,14,23.66,1.69
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,8,8,70,180.58000000000004,2.5797142857142865
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,6,6,99,188.37000000000003,1.902727272727273
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,4,4,32,60.0,1.875
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,3,3,38,52.5,1.381578947368421
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,11,11,137,96.88999999999999,0.7072262773722626
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,20,20,308,411.55999999999995,1.336233766233766
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,9,9,53,111.30000000000001,2.1
84809B,PINK CHRYSANTHEMUMS ART FLOWER,1,1,18,37.800000000000004,2.1
84813,SET OF 4 DIAMOND NAPKIN RINGS,39,39,165,1389.84,8.423272727272726
84816,DANISH ROSE BEDSIDE CABINET,15,15,7,279.65000000000003,39.95
84817,DANISH ROSE DECORATIVE PLATE,59,59,914,632.94,0.6924945295404814
84818,DANISH ROSE PHOTO FRAME,105,105,1329,1360.15,1.023438675696012
84819,DANISH ROSE ROUND SEWING BOX,64,64,807,934.79,1.1583519206939281
84820,DANISH ROSE TRINKET TRAYS,32,32,257,460.83,1.793112840466926
84821,DANISH ROSE DELUXE COASTER,41,41,935,407.15,0.4354545454545454
84823,DANISH ROSE FOLDING CHAIR,25,25,112,890.4,7.95
84824,DANISH ROSE UMBRELLA STAND,2,2,2,31.9,15.95
84826,ASSTD DESIGN 3D PAPER STICKERS,32,32,1105,340.93,0.30853393665158374
84827,ASS DES PHONE SPONGE CRAFT STICKER,13,13,511,154.39,0.30213307240704496
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,183,183,1079,1511.36,1.4007043558850787
84832,ZINC WILLIE WINKIE  CANDLE STICK,267,267,2922,2703.35,0.9251711156741957
84836,ZINC METAL HEART DECORATION,536,536,5909,7383.07,1.2494618378744289
84839,SWEETHEART KEY CABINET,1,1,-1,-5.55,5.55
84840,SWEETHEART CARRY-ALL BASKET,7,7,4,59.44,14.86
84842,HELLO SAILOR BATHROOM SET,9,9,14,52.5,3.75
84843,WHITE SOAP RACK WITH 2 BOTTLES,49,49,171,963.85,5.636549707602339
84846A,SCENTED CANDLE IN DIGITALIS TIN,13,13,57,128.14000000000001,2.2480701754385968
84847,FLORAL BATHROOM SET,11,11,21,78.75,3.75
84849A,HELLO SAILOR BLUE SOAP HOLDER,54,54,164,317.3,1.9347560975609757
84849B,FAIRY SOAP SOAP HOLDER,77,77,265,477.14,1.8005283018867924
84849D,HOT BATHS SOAP HOLDER,116,116,472,821.8199999999999,1.7411440677966101
84854,,1,1,5,24.75,4.95
84856L,LARGE TAHITI BEACH BAG,2,2,2,17.82,8.91
84856S,SMALL TAHITI BEACH BAG,2,2,3,14.790000000000001,4.930000000000001
84857B,BLUE MONTE CARLO HANDBAG,2,2,22,42.9,1.95
84857C,PINK MONTE CARLO HANDBAG,11,11,97,230.38,2.3750515463917523
84858C,PINK RIVIERA HANDBAG,6,6,186,261.68,1.4068817204301076
84859A,SILVER DISCO HANDBAG,35,35,129,272.99,2.116201550387597
84859B,BLUE DISCO HANDBAG,11,11,32,66.75999999999999,2.0862499999999997
84859C,PINK DISCO HANDBAG,22,22,84,180.51999999999998,2.149047619047619
84865,NEW BAROQUE BLACK PHOTO ALBUM,14,14,29,152.11,5.245172413793104
84870B,BLUE GEISHA GIRL ,26,26,43,142.32999999999998,3.3099999999999996
84870C,GREEN GEISHA GIRL ,28,28,46,146.04999999999998,3.175
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,53,53,66,732.2299999999999,11.094393939393939
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,2,2,33.9,16.95
84874B,BLUE TRAVEL FIRST AID KIT,14,14,41,67.50999999999999,1.6465853658536582
84875B,GREEN SQUARE COMPACT MIRROR,20,20,131,203.51,1.5535114503816794
84875D,BLUE SQUARE COMPACT MIRROR,8,8,51,63.75,1.25
84876B,GREEN HEART COMPACT MIRROR,32,32,220,318.31,1.4468636363636365
84876D,BLUE HEART COMPACT MIRROR,16,16,129,221.25,1.7151162790697674
84877A,PINK ROUND COMPACT MIRROR,4,4,40,58.16,1.454
84877B,GREEN ROUND COMPACT MIRROR,20,20,144,210.56,1.4622222222222223
84877D,BLUE ROUND COMPACT MIRROR,18,18,97,152.18,1.5688659793814435
84879,ASSORTED COLOUR BIRD ORNAMENT,1458,1458,36381,58959.729999999996,1.6206187295566366
84880,WHITE WIRE EGG HOLDER,78,78,305,1972.64,6.467672131147541
84881,BLUE WIRE SPIRAL CANDLE HOLDER,7,7,11,76.22,6.929090909090909
84882,GREEN WIRE STANDING CANDLE HOLDER,18,18,38,157.34,4.140526315789474
84884A,ANT WHITE WIRE HEART SPIRAL,105,105,338,1515.68,4.484260355029586
84898F,YELLOW FLOWERS FELT HANDBAG KIT,19,19,46,98.63000000000001,2.144130434782609
84905,PINK BUTTERFLY CUSHION COVER ,20,20,35,173.48,4.956571428571428
84906,PINK B'FLY C/COVER W BOBBLES,13,13,34,121.07,3.560882352941176
84907,PINK YELLOW PATCH CUSHION COVER,23,23,29,180.93,6.23896551724138
84910A,PINK PAISLEY CUSHION COVER ,17,17,26,192.14,7.39
84912A,PINK ROSE WASHBAG,74,74,156,560.62,3.593717948717949
84912B,GREEN ROSE WASHBAG,160,160,324,1136.6,3.5080246913580244
84913A,SOFT PINK ROSE TOWEL ,124,124,273,952.83,3.4902197802197805
84913B,MINT GREEN ROSE TOWEL,86,86,196,754.07,3.8472959183673474
84915,HAND TOWEL PINK FLOWER AND DAISY,23,23,217,372.33,1.7158064516129032
84916,HAND TOWEL PALE BLUE W FLOWERS,29,29,223,453.39,2.0331390134529146
84917,WHITE HAND TOWEL WITH BUTTERFLY,27,27,184,466.3,2.534239130434783
84919,BLUE CUSHION COVER WITH FLOWER,29,29,58,381.78000000000003,6.5824137931034485
84920,PINK FLOWER FABRIC PONY,48,48,117,453.73,3.878034188034188
84921,CREAM AND PINK FLOWERS PONY ,5,5,11,41.25,3.75
84922,PINK BUTTERFLY WASHBAG,6,6,9,42.29,4.698888888888889
84923,PINK BUTTERFLY HANDBAG W BOBBLES,98,98,162,671.62,4.145802469135803
84924A,WAKE UP COCKEREL CALENDAR SIGN ,33,33,81,348.59,4.3035802469135795
84924F,PSYCHEDELIC METAL SIGN CALENDAR,3,3,10,7.9,0.79
84925D,LA PALMIERA WALL THERMOMETER,10,10,15,38.25,2.55
84925F,PSYCHEDELIC WALL THERMOMETER,14,14,80,112.47999999999999,1.406
84926A,WAKE UP COCKEREL TILE COASTER,35,35,604,210.51999999999998,0.34854304635761585
84926D,LA PALMIERA TILE COASTER,34,34,709,276.53,0.39002820874471084
84926E,FLOWERS TILE COASTER,38,38,992,334.76,0.33745967741935484
84926F,PSYCHEDELIC TILE COASTER,29,29,406,188.26,0.46369458128078817
84927A,WAKE UP COCKEREL TILE HOOK,19,19,49,70.06,1.429795918367347
84927D,LA PALMIERA TILE HOOK,15,15,46,48.050000000000004,1.0445652173913045
84927E,FLOWERS TILE HOOK,14,14,57,75.96000000000001,1.3326315789473686
84927F,PSYCHEDELIC TILE HOOK,45,45,294,181.0,0.6156462585034014
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,67,67,2105,469.07000000000005,0.22283610451306415
